sample_id,input_status,duration,audio_offset,video_stream_index,audio_stream_index,first_pts_difference_s,terminal_difference_s,audio_discontinuous,audio_frame_count,video_frame_count,bad_audio_frame_count,bad_video_frame_count,resample_duration_difference_s,selected_video_frames,media_issues,spoken_words,accepted_words,aligned_word_fraction,low_score_words,low_score_word_fraction,unlocated_words,first_accepted_word_start_s,last_accepted_word_end_s,first_word_boundary_distance_s,last_word_boundary_distance_s,diagnostic_wer,pairing_status,diagnostic_transcript,normalized_reference,paired_use,vision_successful_candidates,vision_episode_count,vision_scene_break_count,vision_single_visible_assumption,vision_eligible_rows,vision_eligible_fraction,automatic_check_status,automatic_issue_count,review_scope
-3g5yACwYnA$_$13,ok,5.5,0.0,0,1,0.0,-0.1009070294784582,False,233,163,0,0,3.202947847835702e-05,137,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""1 target-grid positions had no source display interval""}]",15,15,1.0,0,0.0,[],0.9140565476190474,4.611752604166666,0.9140565476190474,0.8882473958333339,0.4,no_issue_detected,THAT WE DO OH THEY'VE BEEN ABLE TO FIND SOLUTIONS OR AT SPRING SOME ANSWERS TO THE TABLE,THEY'VE BEEN ABLE TO FIND SOLUTIONS OR AT LEAST BRING SOME ANSWERS TO THE TABLE,1,137,1,0,True,137,1.0,completed,0,[]
-3g5yACwYnA$_$2,ok,9.366666666666667,0.0,0,1,0.0,-0.1353741496598637,False,398,278,0,0,1.9982993238798485e-05,232,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""3 target-grid positions had no source display interval""}]",14,14,1.0,0,0.0,[],2.4270015243902434,7.606987478222996,2.4270015243902434,1.7596791884436715,0.6428571428571429,no_issue_detected,RATS U KEY BRAINS A KEEPOLER BRINGS A TECHNICAL ASPECT TO A OUR OPERATION THAT WE DON'T HAVE INTERNALLY U WE ARE,KEY POLYMER BRINGS A TECHNICAL ASPECT TO OUR OPERATION THAT WE DON'T HAVE INTERNALLY,1,232,1,0,True,232,1.0,completed,0,[]
-3g5yACwYnA$_$3,ok,14.366666666666667,0.0,0,1,0.0,-0.038798185941042,False,618,431,0,0,6.519274313276924e-06,360,[],29,29,1.0,0,0.0,[],0.2884807046979866,12.132216303131994,0.2884807046979866,2.2344503635346733,0.3103448275862069,no_issue_detected,WE'RE A HUGE AH USER OF ADHESSIS FOR OUR OPERATION CALLED WALKING AND WE DON'T HAVE THE TECHNICAL INSIDE FROM COMPOUNDING OR THE TECHNICAL EX IS TO DO THESE TYPES OF THINGS SO A KEY,WE'RE A HUGE USER OF ADHESIVES FOR OUR OPERATION CALLED FLOCKING AND WE DON'T HAVE THE TECHNICAL INSIDE COMPOUNDING OR THE TECHNICAL EXPERTISE TO DO THESE TYPES OF THINGS,1,360,1,0,True,360,1.0,completed,0,[]
-3g5yACwYnA$_$9,ok,8.799999999999999,0.0,0,1,0.0,-0.1038548752834458,False,375,263,0,0,-2.012471649948111e-05,219,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""1 target-grid positions had no source display interval""}]",21,21,1.0,0,0.0,[],0.3690237546125461,8.038300046125462,0.3690237546125461,0.7616999538745368,0.3043478260869565,no_issue_detected,WE HAVE MANY A NEW OPPORTUNITIES THROUGH THE WAY THINGS HAVE CHANCE THROUGH THE YEARS I AM LOOKING FOR NEW NICHE HIGH END VALUE OUT OF PRODUCTS AND,WE HAVE MANY NEW OPPORTUNITIES THROUGH THE WAY THINGS HAVE CHANGED THROUGH THE YEARS LOOKING FOR NEW NICHE HIGH END VALUE ADDED PRODUCTS,1,219,1,0,True,219,1.0,completed,0,[]
-3nNcZdcdvU$_$5,ok,7.866666666666666,0.0,0,1,0.0,-0.078095238095238,False,336,236,0,0,-8.92857136491898e-06,197,[],18,18,1.0,0,0.0,[],0.2574731404958678,6.967866864669421,0.2574731404958678,0.898799801997245,0.1666666666666666,no_issue_detected,NON COMPLIANCE CAN RESOLVE IN LEGAL LIABILITY TO YOU AND TO THE SCHOOL DISTRICT IN WHICH YOU ARE EMPLOYED,NONCOMPLIANCE CAN RESULT IN LEGAL LIABILITY TO YOU AND TO THE SCHOOL DISTRICT IN WHICH YOU ARE EMPLOYED,1,197,1,0,True,197,1.0,completed,0,[]
-571d8cVauQ$_$0,ok,5.166666666666666,0.0,0,1,0.0,-0.1743764172335602,False,215,152,0,0,2.225056690630112e-05,127,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""3 target-grid positions had no source display interval""}]",12,12,1.0,0,0.0,[],0.6272963709677419,4.13878810483871,0.6272963709677419,1.027878561827956,0.4166666666666667,no_issue_detected,MISSUS RED WGER WHITE CASPING STUDIOS ON BEHALF OF EXPERT VILLAGE,THIS IS RHETT REIGER WHITE CASPIAN STUDIOS ON BEHALF OF EXPERT VILLAGE,1,119,1,0,True,119,0.937007874015748,completed,0,[]
-571d8cVauQ$_$5,ok,15.266666666666666,0.0,0,1,0.0,-0.1514058956916084,False,651,455,0,0,-1.0770975135798722e-05,380,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""2 target-grid positions had no source display interval""}]",43,43,1.0,0,0.0,[],0.2406886942675159,14.26481661358811,0.2406886942675159,1.001850053078556,0.1162790697674418,no_issue_detected,US SO VERY IMPORTANT TO GO OUT TO THE LOCATIONS WALK AROUND TALK WITH THE OWNERS IF YOU CAN TELL THEM WHAT YOU'RE DOING BUILD A LITTLE EXCITEMENT PUT A LITTLE GLIMPSELITS ON THERE AND LET EVERYBODY KNOW THIS IS A VERY VALUABLE SPOT THIS IS,SO VERY IMPORTANT TO GO OUT TO THE LOCATIONS WALK AROUND TALK WITH THE OWNERS IF YOU CAN TELL THEM WHAT YOU'RE DOING BUILD A LITTLE EXCITEMENT PUT A LITTLE GLITZ ON THERE AND LET EVERYBODY KNOWS THIS IS A VERY VALUABLE SPOT,1,380,1,0,True,380,1.0,completed,0,[]
-6rXp3zJ3kc$_$8,ok,12.8,0.0,0,1,0.0,-0.0620181405895667,False,549,384,0,0,1.814058953719666e-05,320,[],34,34,1.0,0,0.0,[],0.2245994962216624,11.855644836272038,0.2245994962216624,0.9443551637279608,0.1176470588235294,no_issue_detected,AWAREOF MANY PEOPLE ARE NOT UNTIL THEY GET TO BE A OLDER AGE AND THEY REALIZE THAT GOSHHAVE THEY'VE WASTED A LOT OF TIME AND MONEY IN IN PLACING BETS ON STOCK THAT'S ULTIMATELY LOST VALUE,MANY PEOPLE ARE NOT UNTIL THEY GET TO BE A OLDER AGE AND THEY REALIZE THAT GOSH THEY WASTED A LOT OF TIME AND MONEY IN PLACING BETS ON STOCK THAT'S ULTIMATELY LOST VALUE,1,320,1,0,True,320,1.0,completed,0,[]
-9y-fZ3swSY$_$0,ok,6.9,0.0,0,1,0.0,-0.1429931972789111,False,291,205,0,0,-6.80272104425228e-06,172,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""1 target-grid positions had no source display interval""}]",22,21,0.9545454545454546,1,0.0454545454545454,"[{""word_id"": 1, ""raw_word"": ""you"", ""reasons"": [""low_ctc_score""]}]",0.0482642857142857,6.161740476190476,0.0482642857142857,0.7382595238095231,0.5,no_issue_detected,AS IF EVENTS SAY HEY THEN WHAT I REALLY LIKE BABY'S KID IS SO SOFT THEY DON'T HAVE ANY HAIR ON THEIR FACE AT SOME,IS YOU CAN SAY HEY I REALLY LIKE BABY SKIN THEY ARE SO SOFT THEY DON'T HAVE ANY HAIR ON THEIR FACE,1,172,1,0,True,172,1.0,completed,0,[]
-9y-fZ3swSY$_$4,ok,2.8,0.0,0,1,0.0,-0.135192743764172,False,115,81,0,0,5.24376416999317e-06,67,"[{""type"": ""unsampled_video_grid"", ""start"": null, ""end"": null, ""evidence"": ""3 target-grid positions had no source display interval""}]",9,9,1.0,0,0.0,[],0.1137419969512195,2.3560842225609755,0.1137419969512195,0.4439157774390243,0.2222222222222222,no_issue_detected,I'VE SEEN THIS IN UEST OR IN THE UT,I'VE SEEN THIS IN US OR IN THE US,1,67,1,0,True,67,1.0,completed,0,[]
