sample_id,cluster_id,episode_key,start,end,candidate_action,reason
-9y-fZ3swSY$_$8,0,0:0,0.0,3.2666666666666666,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-9y-fZ3swSY$_$8,0,0:1,3.6333333333333333,4.933333333333334,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-HwX2H8Z4hY$_$2,0,0:0,2.8666666666666667,2.9,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-HwX2H8Z4hY$_$2,1,0:1,3.2666666666666666,3.9666666666666663,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-HwX2H8Z4hY$_$5,0,0:0,0.03333333333333333,0.06666666666666654,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$5,0,0:1,0.7333333333333333,0.8333333333333333,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$5,0,0:2,1.3,1.5666666666666664,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$5,0,0:3,5.466666666666667,5.633333333333333,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$6,0,0:0,0.4,0.5333333333333333,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$6,0,0:1,1.0,1.4666666666666666,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$6,1,0:2,3.2,3.2666666666666666,candidate_mask,only the top AV-supported ArcFace identity cluster is a usable candidate
-HwX2H8Z4hY$_$9,0,0:0,0.0,1.1333333333333333,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-HwX2H8Z4hY$_$9,0,0:1,3.2333333333333334,5.766666666666667,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-HwX2H8Z4hY$_$9,0,0:2,6.4,7.633333333333333,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-MeTTeMJBNc$_$0,0,0:0,0.3,0.36666666666666653,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-MeTTeMJBNc$_$0,0,0:1,0.4,9.333333333333334,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-MeTTeMJBNc$_$7,0,0:0,0.0,10.5,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-MeTTeMJBNc$_$7,1,1:1,3.0,3.1666666666666665,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-NFrJFQijFE$_$1,,,0.0,5.720000000000001,candidate_mask,confirmed automatic no-face condition from frozen OpenFace output
-NFrJFQijFE$_$2,,,0.0,6.840000000000001,candidate_mask,confirmed automatic no-face condition from frozen OpenFace output
-RfYyzHpjk4$_$2,0,0:0,0.0,2.7666666666666666,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-RfYyzHpjk4$_$2,0,1:2,2.8666666666666667,5.5,candidate_usable,only the top AV-supported ArcFace identity cluster is a usable candidate
-RfYyzHpjk4$_$2,1,1:1,0.9333333333333333,0.9666666666666666,candidate_mask,only the top AV-supported ArcFace identity cluster is a usable candidate
-THoVjtIkeU$_$6,0,0:0,0.03333333333333333,0.06666666666666654,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-THoVjtIkeU$_$6,0,0:1,0.06666666666666667,0.09999999999999988,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-THoVjtIkeU$_$6,0,0:2,0.1,0.13333333333333322,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-THoVjtIkeU$_$6,0,0:3,0.2,0.26666666666666655,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-THoVjtIkeU$_$6,0,0:4,0.26666666666666666,8.066666666666666,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-UuX1xuaiiE$_$0,0,0:0,0.0,1.7666666666666666,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-UuX1xuaiiE$_$0,1,0:1,2.2333333333333334,3.6999999999999997,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
-UuX1xuaiiE$_$0,2,1:2,1.9,3.6999999999999997,candidate_mask,ArcFace partition or AV-sync does not uniquely bind the target identity
